loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,chargeoff_within_12_mths,pub_rec_bankruptcies,tax_liens,revol_util_missing,loan_to_income,installment_ratio,credit_age_years,loan_duration_days,high_dti_flag,high_interest_flag,target_default
23500,23500, 60 months,15.23,561.91,C,C5,CR Meyer,1 year,RENT,48000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,549xx,WI,20.35,0,1992-12-01,2,0.0,0.0,8,0,19284,76.2,27,2016-04-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.4895833333333333,0.011706458333333333,18.50958904109589,1766.0,1,1,0
7000,7000, 36 months,7.49,217.72,A,A4,Unknown,Unknown,OWN,30000.0,Not Verified,2011-06-01,Fully Paid,car,309xx,GA,10.36,0,1994-02-01,0,0.0,0.0,5,0,12722,80.5,9,2014-06-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.23333333333333334,0.0072573333333333335,17.339726027397262,1096.0,0,0,0
35000,35000, 36 months,15.99,1230.33,D,D2,KPMG,8 years,MORTGAGE,648000.0,Source Verified,2011-06-01,Fully Paid,home_improvement,773xx,TX,4.65,0,1987-02-01,3,26.0,0.0,19,0,60059,0.5,52,2014-06-01,2014-06-01,0.0,0.0,0.0,0.0,0,0.05401234567901234,0.0018986574074074073,24.345205479452055,1096.0,0,1,0
9500,9500, 36 months,14.79,328.35,C,C4,LaserPerformance LLC,1 year,RENT,52500.0,Verified,2011-06-01,Fully Paid,debt_consolidation,337xx,FL,13.9,3,1998-12-01,2,10.0,0.0,3,0,0,21.59,21,2011-08-01,2016-02-01,0.0,0.0,0.0,0.0,0,0.18095238095238095,0.006254285714285715,12.506849315068493,61.0,0,0,0
14000,14000, 60 months,17.49,351.64,D,D5,General Dynamics,5 years,OWN,76365.0,Verified,2011-06-01,Fully Paid,debt_consolidation,554xx,MN,16.44,0,2000-01-01,2,0.0,0.0,16,0,8547,32.6,31,2014-02-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.18333005958226936,0.004604727296536371,11.421917808219177,976.0,0,1,0
23325,23325, 60 months,13.49,536.59,C,C2,City College of New York,10+ years,RENT,44000.0,Verified,2011-05-01,Current,house,100xx,NY,25.04,0,1995-01-01,0,0.0,0.0,8,0,14782,51.3,10,2016-05-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.5301136363636364,0.012195227272727274,16.339726027397262,1827.0,1,0,0
12000,12000, 36 months,10.59,390.54,B,B2,Highmark Insurance,3 years,RENT,42886.0,Not Verified,2011-06-01,Fully Paid,other,152xx,PA,17.52,0,2004-12-01,1,0.0,0.0,11,0,8092,31.1,16,2014-06-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.2798115935270251,0.009106468311337034,6.501369863013698,1096.0,0,0,0
8775,8775, 36 months,8.49,276.97,A,A5,Hawkeye,10+ years,MORTGAGE,168000.0,Not Verified,2011-06-01,Fully Paid,home_improvement,031xx,NH,6.39,0,2001-10-01,0,77.0,0.0,7,0,3936,53.9,14,2013-08-01,2013-08-01,0.0,0.0,0.0,0.0,0,0.05223214285714286,0.0016486309523809526,9.67123287671233,792.0,0,0,0
1525,1525, 36 months,5.42,46.0,A,A1,Rexam,7 years,MORTGAGE,65000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,306xx,GA,5.34,1,1978-04-01,0,1.0,0.0,8,0,6294,12.6,27,2014-06-01,2014-06-01,0.0,0.0,0.0,0.0,0,0.02346153846153846,0.0007076923076923077,33.18904109589041,1096.0,0,0,0
30000,30000, 60 months,10.99,652.13,B,B3,"Plastipak Packaging, Inc.",8 years,MORTGAGE,230000.0,Verified,2011-05-01,Fully Paid,small_business,430xx,OH,4.39,0,1994-12-01,0,0.0,0.0,9,0,3315,12.4,16,2016-01-01,2016-02-01,0.0,0.0,0.0,0.0,0,0.13043478260869565,0.0028353478260869564,16.424657534246574,1706.0,0,0,0
6000,6000, 36 months,10.99,196.41,B,B3,Unknown,Unknown,MORTGAGE,160000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,440xx,OH,5.43,1,1984-10-01,0,8.0,0.0,3,0,745,12.42,8,2014-06-01,2014-06-01,0.0,0.0,0.0,0.0,0,0.0375,0.0012275625,26.682191780821917,1096.0,0,0,0
8850,8850, 36 months,10.99,289.7,B,B3,Unknown,4 years,MORTGAGE,120000.0,Not Verified,2011-06-01,Fully Paid,small_business,928xx,CA,16.41,1,1998-03-01,0,8.0,0.0,8,0,67006,70.8,36,2013-03-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.07375,0.0024141666666666665,13.26027397260274,639.0,0,0,0
16200,16200, 60 months,19.29,422.83,E,E4,deltic timber,2 years,MORTGAGE,38000.0,Verified,2011-06-01,Current,debt_consolidation,728xx,AR,19.86,0,2006-10-01,1,0.0,0.0,15,0,5545,39.6,18,2016-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.4263157894736842,0.011127105263157895,4.668493150684932,1796.0,0,1,0
8350,8350, 36 months,7.49,259.7,A,A4,ZPower LLC,< 1 year,RENT,81120.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,930xx,CA,4.78,0,2000-07-01,0,0.0,0.0,4,0,0,0.0,8,2014-06-01,2014-06-01,0.0,0.0,0.0,0.0,0,0.10293392504930966,0.003201429980276134,10.923287671232877,1096.0,0,0,0
8000,8000, 36 months,5.99,243.34,A,A2,Clearfield Hospital,10+ years,MORTGAGE,32000.0,Not Verified,2011-06-01,Fully Paid,credit_card,168xx,PA,26.45,0,1999-01-01,0,0.0,0.0,9,0,18536,53.6,25,2014-06-01,2015-03-01,0.0,0.0,0.0,0.0,0,0.25,0.007604375,12.421917808219177,1096.0,1,0,0
16000,16000, 60 months,13.49,368.08,C,C2,Accenture,4 years,RENT,72000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,222xx,VA,27.77,0,1999-05-01,0,0.0,0.0,4,0,11272,66.3,23,2013-05-01,2013-05-01,0.0,0.0,0.0,0.0,0,0.2222222222222222,0.005112222222222222,12.093150684931507,700.0,1,0,0
6000,6000, 36 months,7.49,186.61,A,A4,"Rex Direct Net, Inc.",5 years,RENT,60000.0,Source Verified,2011-06-01,Fully Paid,car,295xx,SC,18.98,0,2000-01-01,0,42.0,0.0,10,0,5849,32.1,24,2013-02-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.1,0.003110166666666667,11.421917808219177,611.0,0,0,0
7150,7150, 36 months,15.99,251.34,D,D2,"TellaS, Ltd.",10+ years,RENT,64500.0,Not Verified,2011-05-01,Charged Off,debt_consolidation,076xx,NJ,23.81,0,1999-06-01,1,0.0,0.0,11,0,18701,94.0,28,2012-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.11085271317829458,0.0038967441860465117,11.923287671232877,458.0,1,1,1
12000,12000, 36 months,10.99,392.81,B,B3,SourceMedia,3 years,RENT,76000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,103xx,NY,7.42,0,2000-09-01,0,0.0,0.0,6,0,7241,69.6,22,2014-06-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.15789473684210525,0.005168552631578947,10.753424657534246,1096.0,0,0,0
5550,5550, 36 months,5.99,168.82,A,A2,Los Angeles County ,8 years,MORTGAGE,66420.0,Not Verified,2011-06-01,Fully Paid,home_improvement,935xx,CA,4.16,0,1996-12-01,0,0.0,0.0,12,0,5220,23.9,32,2014-04-01,2016-01-01,0.0,0.0,0.0,0.0,0,0.08355916892502259,0.0025417043059319483,14.506849315068493,1035.0,0,0,0
13000,13000, 60 months,10.59,280.01,B,B2,Southern Wine  and  Spirits,1 year,RENT,65004.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,331xx,FL,11.63,0,1997-02-01,0,33.0,0.0,11,0,1883,8.8,41,2012-10-01,2015-08-01,0.0,0.0,0.0,0.0,0,0.19998769306504216,0.004307581071934035,14.336986301369864,488.0,0,0,0
3000,3000, 36 months,5.42,90.48,A,A1,dept. of homeland security,2 years,RENT,65000.0,Not Verified,2011-06-01,Fully Paid,vacation,941xx,CA,0.74,0,1996-06-01,0,0.0,0.0,10,0,97,0.2,32,2012-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.046153846153846156,0.001392,15.008219178082191,427.0,0,0,0
6000,6000, 60 months,15.99,145.88,D,D2,Arizona Air National Guard,10+ years,MORTGAGE,61500.0,Verified,2011-06-01,Fully Paid,other,852xx,AZ,17.46,1,1988-10-01,0,3.0,0.0,4,0,35565,93.6,28,2012-08-01,2016-03-01,0.0,0.0,0.0,0.0,0,0.0975609756097561,0.002372032520325203,22.67945205479452,427.0,0,1,0
5125,5125, 36 months,6.99,158.23,A,A3,Adrian Farms,6 years,MORTGAGE,34800.0,Not Verified,2011-06-01,Charged Off,debt_consolidation,561xx,MN,22.72,0,2001-05-01,0,0.0,0.0,8,0,18071,53.6,16,2012-06-01,2012-11-01,0.0,0.0,0.0,0.0,0,0.14727011494252873,0.0045468390804597695,10.09041095890411,366.0,1,0,1
5000,5000, 36 months,12.99,168.45,C,C1,Unknown,3 years,RENT,36000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,956xx,CA,15.27,0,2004-10-01,0,0.0,0.0,5,0,4256,94.6,5,2014-06-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.1388888888888889,0.0046791666666666665,6.668493150684932,1096.0,0,0,0
7000,7000, 36 months,8.49,220.95,A,A5,Royal Realty corp.,10+ years,RENT,46000.0,Not Verified,2011-06-01,Fully Paid,credit_card,113xx,NY,19.83,0,2001-08-01,1,0.0,0.0,15,0,13359,44.5,24,2014-06-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.15217391304347827,0.004803260869565217,9.838356164383562,1096.0,0,0,0
4800,4800, 60 months,11.99,106.75,B,B5,columbus div. of fire,10+ years,MORTGAGE,72000.0,Not Verified,2011-05-01,Fully Paid,car,431xx,OH,12.12,0,1990-03-01,0,0.0,0.0,8,0,21582,86.0,25,2014-09-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.06666666666666667,0.0014826388888888888,21.18082191780822,1219.0,0,0,0
19000,19000, 60 months,12.99,432.22,C,C1,Enterprise Holdings LLC,10+ years,RENT,104004.0,Verified,2011-06-01,Charged Off,debt_consolidation,236xx,VA,18.65,0,1995-08-01,0,72.0,0.0,16,0,39404,32.0,47,2015-01-01,2015-06-01,0.0,0.0,0.0,0.0,0,0.18268528133533327,0.004155801699934618,15.843835616438357,1310.0,0,0,1
35000,35000, 36 months,15.23,1217.24,C,C5,Intrigo systems Inc,1 year,MORTGAGE,160000.0,Verified,2011-06-01,Fully Paid,home_improvement,951xx,CA,7.37,0,2001-05-01,1,0.0,0.0,5,0,113658,33.8,16,2013-06-01,2013-06-01,0.0,0.0,0.0,0.0,0,0.21875,0.00760775,10.09041095890411,731.0,0,1,0
8000,8000, 36 months,17.49,287.18,D,D5,con agra foods,3 years,MORTGAGE,85000.0,Verified,2011-05-01,Fully Paid,home_improvement,953xx,CA,0.52,0,1993-06-01,1,27.0,0.0,4,0,1349,35.5,24,2013-07-01,2015-08-01,0.0,0.0,0.0,0.0,0,0.09411764705882353,0.0033785882352941176,17.926027397260274,792.0,0,1,0
6000,6000, 36 months,5.42,180.96,A,A1,Unknown,Unknown,OWN,70000.0,Source Verified,2011-06-01,Fully Paid,other,718xx,AR,16.22,0,2066-03-01,2,0.0,0.0,10,0,3250,5.6,34,2013-02-01,2015-03-01,0.0,0.0,0.0,0.0,0,0.08571428571428572,0.0025851428571428575,-54.78630136986301,611.0,0,0,0
11075,11075, 60 months,15.99,269.27,D,D2,Best Buy,< 1 year,MORTGAGE,96188.0,Verified,2011-06-01,Current,debt_consolidation,925xx,CA,16.22,0,1997-12-01,0,0.0,0.0,12,0,23616,66.0,28,2016-05-01,2015-05-01,0.0,0.0,0.0,0.0,0,0.11513910259075977,0.0027994136482721336,13.506849315068493,1796.0,0,1,0
4000,4000, 36 months,12.99,134.76,C,C1,Active sport & lifestyle,10+ years,RENT,43000.0,Source Verified,2011-05-01,Fully Paid,debt_consolidation,926xx,CA,14.07,0,2003-03-01,1,0.0,0.0,3,0,666,83.2,8,2013-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.09302325581395349,0.003133953488372093,8.172602739726027,731.0,0,0,0
19200,19200, 60 months,17.49,482.25,D,D5,minova usa inc,3 years,OWN,46200.0,Not Verified,2011-05-01,Charged Off,debt_consolidation,255xx,WV,17.25,1,2001-01-01,1,10.0,0.0,10,0,6520,60.4,17,2011-11-01,2012-04-01,0.0,0.0,0.0,0.0,0,0.4155844155844156,0.010438311688311688,10.334246575342465,184.0,0,1,1
18000,18000, 60 months,13.99,418.74,C,C3,"Bi-Lo, LLC",10+ years,MORTGAGE,35000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,307xx,GA,16.97,0,1999-04-01,1,0.0,0.0,5,0,5184,37.3,17,2011-10-01,2011-10-01,0.0,0.0,0.0,0.0,0,0.5142857142857142,0.011964,12.175342465753424,122.0,0,0,0
7500,7500, 60 months,10.99,163.04,B,B3,State of California,10+ years,MORTGAGE,70800.0,Source Verified,2011-05-01,Fully Paid,home_improvement,925xx,CA,19.68,0,1994-06-01,0,0.0,0.0,10,0,18030,84.7,35,2014-02-01,2016-02-01,0.0,0.0,0.0,0.0,0,0.1059322033898305,0.002302824858757062,16.926027397260274,1007.0,0,0,0
4000,4000, 36 months,12.99,134.76,C,C1,Hudson Health Plan,< 1 year,RENT,42500.0,Source Verified,2011-05-01,Fully Paid,car,125xx,NY,2.74,0,2005-11-01,1,26.0,0.0,7,0,1240,42.8,7,2014-02-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.09411764705882353,0.0031708235294117646,5.498630136986302,1007.0,0,0,0
8000,8000, 36 months,7.49,248.82,A,A4,Source Environmental Svc Inc,10+ years,MORTGAGE,30000.0,Source Verified,2011-06-01,Fully Paid,major_purchase,705xx,LA,25.36,0,1985-04-01,0,30.0,0.0,15,0,19870,32.3,40,2014-06-01,2014-06-01,0.0,0.0,0.0,0.0,0,0.26666666666666666,0.008294,26.183561643835617,1096.0,1,0,0
8000,8000, 36 months,13.49,271.45,C,C2,Atlanticare Regional Medical Center,8 years,MORTGAGE,38000.0,Not Verified,2011-05-01,Fully Paid,debt_consolidation,083xx,NJ,20.4,0,2001-05-01,0,0.0,112.0,5,1,9192,93.8,6,2013-09-01,2015-12-01,0.0,0.0,1.0,0.0,0,0.21052631578947367,0.007143421052631578,10.005479452054795,854.0,1,0,0
12000,12000, 36 months,11.49,395.66,B,B4,ADT Security,2 years,RENT,36780.0,Verified,2011-05-01,Fully Paid,debt_consolidation,151xx,PA,19.84,0,2004-10-01,0,26.0,0.0,9,0,11873,68.6,26,2014-02-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.3262642740619902,0.010757476889613921,6.583561643835616,1007.0,0,0,0
10800,10800, 36 months,13.99,369.07,C,C3,"Hoana Medical, Inc",2 years,RENT,48000.0,Source Verified,2011-06-01,Charged Off,debt_consolidation,968xx,HI,9.03,2,1985-05-01,1,10.0,38.0,6,1,4767,56.3,16,2013-11-01,2014-03-01,0.0,0.0,0.0,0.0,0,0.225,0.007688958333333333,26.101369863013698,884.0,0,0,1
5000,5000, 36 months,21.36,189.31,F,F4,Tao ,1 year,RENT,39000.0,Not Verified,2011-05-01,Fully Paid,other,891xx,NV,3.69,0,2004-07-01,1,39.0,0.0,2,0,3344,98.4,6,2012-10-01,2016-03-01,0.0,0.0,0.0,0.0,0,0.1282051282051282,0.004854102564102564,6.835616438356165,519.0,0,1,0
4000,4000, 36 months,7.49,124.41,A,A4,National Park Service,1 year,RENT,52000.0,Source Verified,2011-05-01,Fully Paid,credit_card,941xx,CA,19.62,0,2001-08-01,0,0.0,0.0,14,0,5808,69.1,17,2013-07-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.07692307692307693,0.0023925,9.753424657534246,792.0,0,0,0
20000,20000, 60 months,10.99,434.75,B,B3,UC Davis Medical Center,4 years,RENT,40000.0,Verified,2011-05-01,Fully Paid,credit_card,958xx,CA,18.06,0,1998-07-01,0,0.0,0.0,14,0,18230,31.2,24,2015-01-01,2015-01-01,0.0,0.0,0.0,0.0,0,0.5,0.01086875,12.841095890410958,1341.0,0,0,0
4025,4025, 60 months,17.49,101.1,D,D5,National beef,3 years,OWN,60000.0,Not Verified,2011-05-01,Current,other,678xx,KS,8.66,0,2007-05-01,2,0.0,0.0,8,0,681,9.0,11,2016-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.06708333333333333,0.0016849999999999999,4.002739726027397,1827.0,0,1,0
8100,8100, 36 months,16.49,286.74,D,D3,Ace Usa,7 years,MORTGAGE,115000.0,Verified,2011-05-01,Fully Paid,debt_consolidation,070xx,NJ,23.56,0,1992-12-01,1,59.0,0.0,27,0,9059,26.6,57,2012-01-01,2015-12-01,0.0,0.0,0.0,0.0,0,0.07043478260869565,0.002493391304347826,18.424657534246574,245.0,1,1,0
8400,8400, 36 months,11.99,278.97,B,B5,Metro Metals INC,2 years,MORTGAGE,85000.0,Verified,2011-05-01,Fully Paid,debt_consolidation,495xx,MI,3.06,0,2000-09-01,1,0.0,0.0,6,0,8163,46.6,7,2013-12-01,2013-12-01,0.0,0.0,0.0,0.0,0,0.0988235294117647,0.003282,10.668493150684931,945.0,0,0,0
4500,4500, 36 months,11.99,149.45,B,B5,Leslie Equipment Co.,10+ years,MORTGAGE,65000.0,Not Verified,2011-05-01,Fully Paid,car,251xx,WV,7.62,0,1999-03-01,0,0.0,0.0,2,0,7222,68.8,6,2013-09-01,2014-05-01,0.0,0.0,0.0,0.0,0,0.06923076923076923,0.002299230769230769,12.175342465753424,854.0,0,0,0
3450,3450, 36 months,11.99,114.58,B,B5,v.b.z. and sons inc.,5 years,RENT,25000.0,Verified,2011-05-01,Charged Off,debt_consolidation,932xx,CA,16.94,0,2007-06-01,0,0.0,0.0,7,0,3626,53.3,15,,2016-05-01,0.0,0.0,0.0,0.0,0,0.138,0.0045832,3.9178082191780823,,0,0,1
8000,8000, 60 months,20.25,213.07,F,F1,Allstate,1 year,RENT,31200.0,Source Verified,2011-06-01,Charged Off,debt_consolidation,405xx,KY,21.12,0,1999-03-01,0,36.0,0.0,14,0,13629,76.8,26,2015-03-01,2015-07-01,0.0,0.0,0.0,0.0,0,0.2564102564102564,0.0068291666666666665,12.26027397260274,1369.0,1,1,1
5000,5000, 36 months,5.99,152.09,A,A2,Wise Alloys LLC,4 years,MORTGAGE,48000.0,Not Verified,2011-05-01,Fully Paid,major_purchase,356xx,AL,7.85,0,2002-06-01,1,0.0,0.0,6,0,327,4.7,15,2014-06-01,2014-06-01,0.0,0.0,0.0,0.0,0,0.10416666666666667,0.0031685416666666667,8.92054794520548,1127.0,0,0,0
7500,7500, 36 months,7.49,233.27,A,A4,VMS,5 years,RENT,69996.0,Not Verified,2011-05-01,Fully Paid,other,100xx,NY,11.9,0,1999-07-01,1,0.0,0.0,4,0,5168,21.7,15,2012-06-01,2012-08-01,0.0,0.0,0.0,0.0,0,0.10714897994171095,0.0033326190068003886,11.841095890410958,397.0,0,0,0
18000,18000, 60 months,16.49,442.43,D,D3,Town of Islip,8 years,MORTGAGE,65000.0,Source Verified,2011-05-01,Charged Off,debt_consolidation,117xx,NY,13.2,0,1995-12-01,1,0.0,112.0,13,1,24867,71.7,26,2012-01-01,2016-04-01,0.0,0.0,1.0,0.0,0,0.27692307692307694,0.006806615384615385,15.424657534246576,245.0,0,1,1
5000,5000, 36 months,7.49,155.51,A,A4,Orchard Supply Hardware,10+ years,MORTGAGE,73000.0,Not Verified,2011-05-01,Fully Paid,car,950xx,CA,14.33,0,1988-02-01,0,0.0,0.0,7,0,21332,94.8,23,2012-12-01,2012-12-01,0.0,0.0,0.0,0.0,0,0.0684931506849315,0.0021302739726027395,23.26027397260274,580.0,0,0,0
2000,2000, 36 months,7.29,62.02,A,A4,Unknown,1 year,OWN,24000.0,Not Verified,2011-06-01,Fully Paid,home_improvement,956xx,CA,8.0,0,2001-10-01,0,0.0,0.0,2,0,1002,10.4,5,2013-04-01,2013-06-01,0.0,0.0,0.0,0.0,0,0.08333333333333333,0.002584166666666667,9.67123287671233,670.0,0,0,0
3200,3200, 36 months,5.99,97.34,A,A2,NLDC,10+ years,MORTGAGE,48000.0,Not Verified,2011-05-01,Fully Paid,debt_consolidation,080xx,NJ,16.13,0,1997-04-01,1,0.0,0.0,9,0,827,4.2,29,2014-02-01,2015-12-01,0.0,0.0,0.0,0.0,0,0.06666666666666667,0.0020279166666666666,14.09041095890411,1007.0,0,0,0
5750,5750, 36 months,13.99,196.5,C,C3,Unknown,Unknown,MORTGAGE,95000.0,Not Verified,2011-05-01,Fully Paid,home_improvement,302xx,GA,20.1,0,1976-11-01,2,32.0,0.0,18,0,24470,48.5,38,2014-06-01,2014-06-01,0.0,0.0,0.0,0.0,0,0.060526315789473685,0.0020684210526315788,34.51780821917808,1127.0,1,0,0
13075,13075, 60 months,16.89,324.18,D,D4,Unknown,Unknown,MORTGAGE,90000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,070xx,NJ,21.61,0,1993-10-01,3,0.0,107.0,17,1,36835,78.5,28,2012-12-01,2016-05-01,0.0,0.0,1.0,0.0,0,0.14527777777777778,0.003602,17.676712328767124,549.0,1,1,0
8325,8325, 36 months,6.99,257.02,A,A3,wested,10+ years,MORTGAGE,78000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,908xx,CA,26.22,0,1987-12-01,2,0.0,0.0,13,0,26768,41.8,38,2011-11-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.10673076923076923,0.003295128205128205,23.515068493150686,153.0,1,0,0
17400,17400, 60 months,18.79,449.36,E,E3,Lowe's Home Improvement,9 years,RENT,45000.0,Verified,2011-05-01,Fully Paid,major_purchase,070xx,NJ,5.41,0,2006-05-01,2,0.0,0.0,7,0,10171,66.9,13,2011-07-01,2015-01-01,0.0,0.0,0.0,0.0,0,0.38666666666666666,0.009985777777777777,5.002739726027397,61.0,0,1,0
6200,6200, 36 months,6.99,191.41,A,A3,Coffee County Board of Education,10+ years,MORTGAGE,65000.0,Source Verified,2011-06-01,Fully Paid,major_purchase,315xx,GA,14.94,0,1990-08-01,0,0.0,0.0,7,0,17716,38.4,43,2013-04-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.09538461538461539,0.002944769230769231,20.846575342465755,670.0,0,0,0
8000,8000, 36 months,7.49,248.82,A,A4,Emerald Pools,5 years,RENT,36996.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,936xx,CA,3.76,0,1999-06-01,0,54.0,0.0,7,0,5071,34.7,24,2012-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.21623959346956428,0.0067255919558871224,12.008219178082191,427.0,0,0,0
14300,14300, 60 months,10.59,308.01,B,B2,Unknown,Unknown,MORTGAGE,42000.0,Not Verified,2011-05-01,Fully Paid,home_improvement,641xx,MO,10.23,0,2063-01-01,0,0.0,0.0,13,0,6345,67.9,31,2014-07-01,2014-07-01,0.0,0.0,0.0,0.0,0,0.3404761904761905,0.007333571428571428,-51.706849315068496,1157.0,0,0,0
12000,12000, 60 months,10.99,260.85,B,B3,Online Trading Academy,2 years,MORTGAGE,66000.0,Not Verified,2011-05-01,Current,debt_consolidation,928xx,CA,15.98,0,1997-09-01,0,0.0,0.0,10,0,16648,29.8,23,2016-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.18181818181818182,0.003952272727272728,13.67123287671233,1827.0,0,0,0
5500,5500, 60 months,12.99,125.12,C,C1,Rough Stone Software,1 year,RENT,38000.0,Not Verified,2011-05-01,Fully Paid,car,151xx,PA,2.65,0,1997-06-01,0,0.0,0.0,4,0,4245,25.7,8,2011-09-01,2015-04-01,0.0,0.0,0.0,0.0,0,0.14473684210526316,0.0032926315789473686,13.923287671232877,123.0,0,0,0
7000,7000, 60 months,15.23,167.38,C,C5,TJ's Window Cleaning,9 years,RENT,25000.0,Not Verified,2011-05-01,Fully Paid,debt_consolidation,054xx,VT,9.02,0,2002-10-01,2,0.0,0.0,8,0,2664,88.8,10,2013-12-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.28,0.0066952,8.586301369863014,945.0,0,1,0
35000,35000, 36 months,10.99,1145.69,B,B3,Farella Braun + Martel LLP,8 years,MORTGAGE,390000.0,Verified,2011-06-01,Fully Paid,home_improvement,947xx,CA,3.71,0,1991-12-01,0,0.0,0.0,12,0,46539,0.0,33,2013-02-01,2014-01-01,0.0,0.0,0.0,0.0,0,0.08974358974358974,0.002937666666666667,19.512328767123286,611.0,0,0,0
9600,9600, 36 months,14.79,331.81,C,C4,TA Instruments,3 years,MORTGAGE,67775.0,Not Verified,2011-05-01,Fully Paid,credit_card,197xx,DE,18.73,0,2001-09-01,1,53.0,0.0,8,0,9763,91.2,36,2014-05-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.1416451493913685,0.0048957580228697894,9.668493150684931,1096.0,0,0,0
12750,12750, 60 months,12.99,290.04,C,C1,"SOUTHEASTERN INTEGRATED MEDICAL, PL",10+ years,MORTGAGE,132000.0,Not Verified,2011-05-01,Fully Paid,debt_consolidation,326xx,FL,10.66,0,1984-01-01,1,0.0,0.0,18,0,38284,65.9,34,2015-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.09659090909090909,0.0021972727272727274,27.34794520547945,1461.0,0,0,0
24575,24575, 60 months,13.49,565.35,C,C2,AT and T,10+ years,MORTGAGE,100752.0,Verified,2011-05-01,Fully Paid,debt_consolidation,300xx,GA,22.73,0,1991-02-01,0,0.0,0.0,15,0,36078,67.8,30,2014-09-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.24391575353342862,0.005611303001429252,20.257534246575343,1219.0,1,0,0
8000,8000, 36 months,15.23,278.23,C,C5,All-Clad Metalcrafters,4 years,RENT,95000.0,Source Verified,2011-05-01,Fully Paid,debt_consolidation,083xx,NJ,13.14,0,2001-01-01,3,25.0,0.0,12,0,1617,31.7,29,2014-06-01,2014-06-01,0.0,0.0,0.0,0.0,0,0.08421052631578947,0.0029287368421052635,10.334246575342465,1127.0,0,1,0
15000,15000, 36 months,10.99,491.01,B,B3,Classic Auto Group,5 years,MORTGAGE,59700.0,Source Verified,2011-05-01,Fully Paid,debt_consolidation,441xx,OH,15.28,0,2003-11-01,1,0.0,0.0,5,0,10247,54.5,8,2013-03-01,2013-03-01,0.0,0.0,0.0,0.0,0,0.25125628140703515,0.00822462311557789,7.501369863013698,670.0,0,0,0
19250,19250, 60 months,14.79,455.84,C,C4,FedMed,8 years,MORTGAGE,65004.0,Verified,2011-06-01,Fully Paid,debt_consolidation,208xx,MD,8.79,0,1999-11-01,1,0.0,0.0,6,0,17606,70.7,16,2015-07-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.2961356224232355,0.007012491538982216,11.58904109589041,1491.0,0,0,0
3000,3000, 60 months,10.99,65.22,B,B3,Diversified Tooling Innovations,3 years,MORTGAGE,24720.0,Source Verified,2011-05-01,Fully Paid,car,534xx,WI,0.0,0,2002-09-01,2,0.0,0.0,8,0,0,0.0,24,2016-04-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.12135922330097088,0.002638349514563107,8.668493150684931,1797.0,0,0,0
